,MCF7,HEPG2,HT29,A375,PC3,YAPC,A549,HCC515
PTGS1,0.1110313123887439,0.01435529297707,2.0461417816447205,1.7048719644563528,0.1243281350022017,1.5410191531335593,0.2016338611696504,0.4222330006830478
NUP188,5.155020578358575,4.8449881566826125,4.820689560559215,4.689858236319245,3.748461233004035,4.9500017490835,4.6998847286974765,4.482202926295956
CRAT,0.6507645591169022,4.588564737401351,4.04001567884788,4.289834465177509,3.4789718050329426,4.636914580355878,3.472487771462744,3.0669502439246266
SH2D3C,0.3448284969974412,0.0285691521967709,0.0285691521967709,0.1634987322828795,0.1243281350022017,0.3334237337251918,0.0426443374084937,0.0976107966264223
NANS,6.526694845541977,6.9769363837814495,6.7269674167060325,5.850999394716474,5.692371399708664,6.676662334857968,5.954428984371879,5.452200049406222
TBC1D2,1.9855004303048849,1.3617683594191536,2.9486008474933563,0.632268215499513,1.7907720378619998,4.482202926295956,1.6415460290875237,2.956056652412403
WHRN,3.769771739249448,2.0426443374084937,0.2387868595871165,2.8678964639926545,3.3701642805402097,2.280956313831056,0.8479969065549499,2.543495883425772
PDE6C,0.0976107966264223,0.2141248053528473,0.0565835283663675,0.0,0.0976107966264223,0.3334237337251918,0.137503523749935,0.2016338611696504
CWF19L1,4.183486514459391,3.76234881564413,4.036503333738988,4.393690764187453,3.797012977836145,4.62993940943954,4.6661884898727815,4.175524601089875
SEMA4G,2.111031312388744,6.516960659898822,5.651051691178927,3.132576842670008,2.0250287944915226,2.935459747805289,2.845991770664573,3.805292455600712
BTAF1,3.5385381636298034,3.6005076453457856,4.2861418728343015,3.4436066514756147,2.689299160535892,4.803743668505224,3.929790997718596,3.815575428862573
IKZF5,2.845991770664573,3.0461417816447205,3.3547342399706035,3.4841381312016693,2.0426443374084937,2.8894735425311087,2.899175630480513,2.803227036434928
BLNK,1.584962500721156,0.1505596765753814,0.7398481026993274,0.0,0.0,1.292781749227846,0.0,0.0285691521967709
TLL2,0.1110313123887439,0.0285691521967709,0.0,0.0840642647884745,0.01435529297707,0.2265085298086797,0.137503523749935,0.1243281350022017
CYP26A1,0.1110313123887439,0.0285691521967709,0.1505596765753814,0.070389327891398,0.0426443374084937,0.1505596765753814,2.319039815562536,0.0
TDRD1,2.2750070474998703,0.0,0.01435529297707,0.0,0.0,0.0426443374084937,0.0,0.0
SORBS1,0.3103401206121505,3.548436624696042,0.3103401206121505,1.495695162624069,1.1826922975161902,3.4449320489421824,0.3673710656485295,1.9523335663696857
CRTAC1,0.01435529297707,0.01435529297707,0.0,0.0,0.0,0.0976107966264223,0.4750848829487829,0.0426443374084937
BAMBI,6.139346700289664,3.7311832415722,0.7048719644563528,3.894332742277694,2.0250287944915226,2.2078928516413328,4.3008558712687615,5.122258567811998
IL11,0.765534746362977,1.5310694927259538,0.2750070474998698,5.335211681705785,2.541019153133559,1.15704371014558,4.144862142915734,7.281976377858754
MYO3A,0.0,0.0,0.0285691521967709,0.0,0.0,1.2078928516413328,0.0,0.0
WAC,5.891662207993942,5.269407240854037,5.83035674741922,5.428946344769484,4.794415866350106,5.659068274843228,5.755688776852707,5.323009710612813
CREM,4.570462931026041,4.207111961207714,3.7147950111181625,6.649471757181635,6.5530532527664125,2.6870606883398924,5.387155717662981,4.415488271049701
NUBP2,6.140165134599452,5.666472568842073,6.0274637234085775,5.470862199413703,5.132576842670009,5.991635216476986,5.454175893185801,5.083638879250706
TPSD1,0.0565835283663675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM24,0.0285691521967709,4.491853096329675,2.0179219079972617,0.0,1.6088092426755238,2.0356239097307207,0.7398481026993274,0.0426443374084937
HIVEP1,2.7928553523624893,2.2047667506546134,3.0,1.9259994185562237,1.948600847493356,1.9411063109464315,2.918386234446348,3.104336659814736
TREM2,0.0,0.1763227726404629,0.0,0.0,0.0,0.0,0.0565835283663675,0.0
KCNK16,0.0,0.0,0.1110313123887439,0.0,0.0,0.1634987322828795,0.0,0.0
CRISP3,0.903038270112912,0.0285691521967709,0.0,0.0,0.0426443374084937,0.0426443374084937,0.01435529297707,0.0565835283663675
FKBP5,4.1675185037352165,4.497612365618361,4.169925001442312,3.1210154009613658,2.587364990936461,2.634593268445757,3.1984941536390834,3.815575428862573
SRPK1,4.426264754702098,5.622637566537459,5.503666754576019,5.0695303251623045,5.080231272019264,5.036063688743695,5.048323386537813,4.827310943949668
BRPF3,4.3384244147835584,4.493775408460703,4.361066488794322,3.0268000593437154,3.232660756790275,4.030336078370959,2.7845039829295666,4.2920454924928615
MRPS18A,5.853746197008763,5.887768948647898,5.859721128927966,5.636624620543648,5.267535798068735,8.548243944222849,5.208283138412519,5.386466092869309
PGC,0.0,8.32782207169175,0.0976107966264223,0.0,0.0,0.0,0.01435529297707,0.0840642647884745
TMEM14A,5.744968348248875,5.357903838552493,5.735251375786425,4.678635347822744,6.286881147788161,5.843732656611304,5.872089989334793,6.061992153734222
EFHC1,3.2357270598380583,2.7484612330040354,3.550900664647523,3.854993016757,3.0840642647884744,4.730639955916791,3.5160151470036647,4.3729520979118295
NCR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AB1,10.092889249801487,10.522777669524576,10.020007631999242,10.017921907997264,9.671788718423228,10.261859859614974,10.14885786087694,9.742578916117637
MLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC5L,3.928844036712568,3.710393192170516,3.7865963618908074,3.619413010597937,3.5801454844233804,4.306699707272787,3.8094144442358986,3.793895882548878
ITPR3,4.418864577390321,3.298658315564515,5.981624360696356,4.734438666137168,4.383358695385112,5.204766750654613,3.357552004618084,3.563158130402808
ZNF184,2.2479275134435857,1.5260688116675876,2.263034405833794,2.448900951145128,2.266036893995317,1.4698859762744636,1.74416109557041,1.9297909977185967
DSP,6.126601235157298,6.328944145449754,4.681449265314958,2.6507645591169022,4.2750070474998685,5.37608196665007,4.169123281476757,4.575917361118148
SIRT1,3.574101508089389,2.927896453728821,3.0942360698457656,3.361768359419153,3.658782734012828,3.972692654004264,4.284662185483165,3.5521311082537834
HNRNPH3,7.450056493890838,6.812498225333563,7.348993656493746,6.971313624068879,7.870919495610579,7.934221610625608,7.585112773628004,7.145473670317707
IFT74,3.140778655782796,2.277984747299765,3.0891591319112384,4.257010618206024,2.358958825832329,5.1081062236861285,3.9240998856407416,2.8579809951275723
JAK2,2.503348735167504,1.0214797274104517,0.6040713236688608,2.0806576633452254,1.769771739249448,1.3161457422933562,1.883620816285672,1.2141248053528475
IL12RB1,0.01435529297707,0.0426443374084937,0.01435529297707,0.6415460290875237,0.0,1.6182386555954549,0.0,0.0
ABL1,4.10936055940423,4.3840498067951605,3.815575428862573,4.1259816538547165,2.8257856274647914,5.180704840195554,4.343407822297814,4.0018022426339845
ACOT7,5.53884852074424,5.658497136656478,4.714245517666122,8.000619774880157,6.826548487290915,5.742814669862892,5.286881147788161,3.974529312483882
SH3GLB1,3.5096958419333872,4.3978029618624905,4.506525779043123,4.581953750848818,4.560103513464738,5.024142345897802,4.857980995127573,4.7349805234358895
CDC7,2.7311832415722,2.2141248053528475,3.463360885816658,2.560714954474479,3.4815572807085897,3.5993177936982264,3.353323291162897,4.5122268865139565
SYDE2,2.726831217032493,1.0356239097307212,1.2986583155645148,0.6870606883398922,0.6135316529179271,1.4905701304462011,1.0426443374084935,1.372952097911829
PCSK5,0.01435529297707,0.1890338243900171,2.639232163249277,0.5058909297299572,0.01435529297707,0.963474123974886,2.5921580021253603,0.0426443374084937
SCD,8.921394673718591,8.315421315945779,7.506605115568254,5.9530323772532405,5.947198584262057,8.600098744518535,7.623662052026741,6.245457632609671
TMED1,6.141596278383818,5.445263208140443,4.4342946179599245,5.023255352300303,6.122672718824139,6.02170180007169,4.987320865929254,5.1906148602094975
ABLIM1,2.7290088703378634,5.5668151540108965,5.7938958825488776,2.8678964639926545,2.773996325111173,5.001802242633985,4.522934560943456,4.534186139090097
ERMP1,5.137503523749935,4.662205499653616,5.441284271927039,3.512226886513957,3.4195388915137843,4.6293566200796095,4.634593268445757,3.605257262939004
RAB18,5.512542955096858,4.4449320489421815,4.6293566200796095,4.272769732436512,5.0866139474094965,4.901108243014511,6.1580542131223055,4.944389962270092
NRP1,4.536052900240209,2.307428525192248,2.2047667506546134,4.5668151540108965,7.7374163659370625,5.553974808237472,6.448074996441804,3.823749360308273
PRTFDC1,1.867896463992655,0.0840642647884745,4.684818737553223,0.0565835283663675,3.550900664647523,4.386121156814855,4.492494151679432,4.862451391325583
PALMD,0.0285691521967709,3.865918814552213,0.0426443374084937,0.0,1.9373443921502325,0.0285691521967709,1.250961573533219,2.6530600171045644
TSPAN15,5.314333993919012,1.8875252707415875,6.3504972470841325,1.9448584458075389,6.996162742681061,6.900987530548151,5.857234580499787,4.858478390423273
MACROH2A2,4.00539998774259,5.041330606820623,0.2016338611696504,2.553360503335328,5.2964574073712445,5.117279460053921,4.628773595201644,5.084489524936252
WASHC2A,3.785550551739256,3.71259578044703,3.8298495598446896,3.1651079851445365,4.959770155211468,4.4744360432522665,3.1651079851445365,4.085764553778314
MAST3,2.3476656563009706,2.232660756790275,2.4594316186372973,2.0321008431670244,1.2750070474998698,1.948600847493356,0.8875252707415875,1.2265085298086795
MZF1,4.252476214135217,1.9708536543404835,5.500483401473116,2.5310694927259543,2.8439838440483265,3.2464080872463845,3.1160319934471103,2.9726926540042644
OCEL1,3.5668151540108965,4.426264754702098,3.2078928516413328,4.715344295358907,3.33771109212829,4.6881803585869255,2.350497247084133,3.075532631167357
MYO9B,4.121015400961366,3.775050541483175,5.234577959784565,5.022367813028454,4.614709844115208,5.332349900373874,3.62993940943954,3.527320607877047
KCNK6,4.493775408460703,0.0565835283663675,2.879705766282288,0.3334237337251918,1.6182386555954549,3.614709844115208,1.516015147003665,1.0
CATSPERG,2.1076878693143737,0.3785116232537297,1.6959938131099002,0.7990873060740036,0.4541758931858021,1.6915341649192002,0.5849625007211562,0.9927684307689242
PSMD8,8.110561608643463,6.970968660521812,8.016195429910253,7.935872224181421,7.288543132659067,8.053002695694357,8.542025837671952,6.596487956856691
FBXL19,3.82781902461732,3.211012193485512,3.6915341649192,3.7441610955704094,3.0461417816447205,4.143230134776894,2.669026765509631,3.0531113364595623
STX1B,0.5753123306874368,1.1699250014423124,0.01435529297707,0.4329594072761063,0.5260688116675876,0.8155754288625725,0.6135316529179271,0.1890338243900171
HSD3B7,4.43028527297778,4.505255800932163,2.689299160535892,1.0908534304511135,2.6461626571578942,1.7782085763980875,3.6814492653149578,3.723558561472103
SETD1A,3.408711861029429,4.0933911532530125,3.6959938131099,2.4436066514756147,2.3219280948873617,3.465974464504069,3.028569152196772,2.933572638261024
BCL7C,3.2735158897021166,3.658782734012828,3.1060132376221192,3.896271848807375,4.28318097894557,4.067810783789621,3.381283372503784,3.4789718050329426
MAGEB2,0.01435529297707,0.0285691521967709,0.0565835283663675,0.2750070474998698,0.01435529297707,0.0285691521967709,0.0976107966264223,0.01435529297707
EFNA2,0.6415460290875237,3.880685525261125,3.960697039304312,0.0426443374084937,0.0,2.1667154449664223,0.4646682670034443,0.1243281350022017
CIRBP,8.681449265314956,7.711081862306696,7.351822644550701,8.607959043797761,7.0687782779854125,7.700162250106602,5.584962500721157,7.981110570240498
ATP5F1D,6.631104282365878,6.09950561709114,6.344828496997441,5.45022149589718,5.7623488156441285,5.747387399652719,5.255500733148386,5.8032270364349285
CBARP,1.3504972470841332,1.3785116232537298,1.063502942306158,1.1826922975161902,0.8559896973084807,0.933572638261024,0.5753123306874368,0.7739963251111731
PCDH11Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMELY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKY,0.0,1.263034405833794,0.0,0.0,0.01435529297707,3.2883585621936606,2.2203299548795554,0.3334237337251918
IGFALS,0.4854268271702417,0.6690267655096305,0.2750070474998698,0.1243281350022017,0.0,0.2509615735332188,0.0565835283663675,0.1243281350022017
HNRNPM,8.00943675560809,8.200800542569612,8.369117458599815,7.370948898825133,7.940930189962157,8.054685708896965,8.214901910160696,7.537684337147518
MARCHF2,2.881664619320345,3.24031432933371,2.344828496997441,2.5459683691052923,4.37016428054021,2.5285713188707577,3.769771739249448,3.4568061492304736
NDUFB7,8.156285368158597,7.171727244076298,7.12536180635178,8.135196236653442,8.221442119501692,7.63973863860673,6.88276530647313,7.246027980528103
TECR,7.76507056943317,6.784242222057781,6.621905345519411,6.563005553062398,7.423494134573393,7.260307992967651,6.393862339978925,6.354028938054388
TIMM13,3.857980995127572,5.432625411432297,5.760220946466509,4.7713574089905615,6.2505826647875375,5.5858639034626885,5.8209447918806925,5.3746917520969255
CDC34,4.694880192799191,6.2253520607761015,4.85049941375812,5.320123598040615,5.130107178658833,4.625270489374693,5.068670810665099,4.560103513464738
MTAP,1.0214797274104517,4.319762427669248,5.742275747540269,7.929199219933982,4.1586601753464985,5.5163303868259375,0.5058909297299572,4.068670810665099
MISP,4.094236069845765,1.4059923596758368,5.612942196304664,0.0285691521967709,4.4581194811745055,5.208283138412519,5.593353770980297,5.2222636035283445
CEP170B,4.525442506018122,3.2720231890610485,4.690975738343275,2.19534759832222,3.1009776477248208,5.022367813028454,2.7311832415722,3.654206377944292
POLR2E,6.94766615679601,7.759422185696327,7.528336893135772,6.044175512639209,7.267910280884825,6.854743738995535,7.289926659000647,6.842727469292544
POLRMT,4.03738222200308,5.153400027735062,4.479618608469416,4.705977901682521,4.805808348701467,4.478971805032942,4.446917864866027,3.853995647176393
HCN2,2.7070829917717063,0.137503523749935,0.1505596765753814,1.3103401206121503,0.1243281350022017,0.070389327891398,2.587364990936461,0.2750070474998698
CDHR5,0.0976107966264223,0.5753123306874368,2.724650271732968,0.0426443374084937,0.01435529297707,0.4854268271702417,0.070389327891398,0.01435529297707
IZUMO4,1.459431618637297,0.879705766282288,1.1826922975161902,0.963474123974886,0.4436066514756146,2.655351828612554,0.2630344058337938,1.0908534304511135
RASSF7,4.375734538583156,4.192983169973991,6.806581842620928,2.5335633482145115,5.245267466519513,5.822985018546878,4.395062799517578,4.43895814789755
GADD45B,5.049195105622276,3.234194722953812,1.6135316529179269,3.4329594072761065,4.7393080708603845,4.1675185037352165,5.313245851787562,4.571676809970931
PALM,2.1342209397606338,3.853995647176393,0.070389327891398,2.57773093149008,2.1858665453113337,3.0125686735030555,2.469885976274464,2.003602236680196
MADCAM1,0.3103401206121505,0.8559896973084807,0.070389327891398,0.0285691521967709,0.2016338611696504,0.5260688116675876,0.1505596765753814,0.0285691521967709
MKNK2,5.277240898332066,4.886550147324343,6.113742166049187,4.1259816538547165,5.24450655139592,5.673556423990145,4.731726322715782,5.983677694698068
ARVCF,3.0125686735030555,3.3854310371935203,6.0883112358886615,0.879705766282288,2.5160151470036647,3.602884408718418,0.7136958148433591,2.931683057059806
TRMT2A,4.907852071845964,4.210232990095848,6.347488497211796,4.2645364309990255,4.234194722953812,4.461397589926158,3.7147950111181625,8.352220026467794
RANBP1,7.0304464394374415,8.096240765804188,9.555701139711728,6.919459269111574,7.180307019969432,8.08246842187561,7.5474344051066655,9.763029735629791
ZDHHC8,3.2824398050063865,3.803227036434928,5.533251851928968,3.0686708106650986,3.811471030529837,4.409390936137702,2.9981955031532523,5.551516017628014
KLHL22,2.9392265777282085,2.673556423990145,2.37851162325373,2.3950627995175777,2.424922088210688,3.997292407636509,2.771885578515365,6.067595696940041
MED15,4.726831217032493,4.663344619366085,6.20124177119825,4.7824085649273735,4.500802053057158,5.5382277397360005,4.203201156316611,7.885574364371426
SERPIND1,0.0426443374084937,7.963300712707067,0.2387868595871165,3.970853654340484,2.3978029618624896,0.7990873060740036,0.0426443374084937,0.3785116232537297
SNAP29,3.9763636357327616,3.2141248053528475,3.8479969065549504,3.316145742293356,3.533563348214512,4.950468414150123,3.2280490478844617,6.47362458305826
CRKL,4.40667271575583,4.716442236843322,5.55704241526372,3.62993940943954,3.699329525673156,5.386466092869309,4.111865963867556,7.021590768014
LZTR1,3.581351247168777,3.4594316186372973,3.286881147788161,2.845991770664573,3.2000648615143104,4.355439197248685,3.1795110502715103,7.211109564324875
MMP11,0.4114262457264651,4.829342193902803,0.2509615735332188,1.599317793698226,0.5260688116675876,1.726831217032493,0.1243281350022017,1.250961573533219
CECR2,1.3334237337251915,0.0,0.01435529297707,0.5945485495503542,0.0,0.2016338611696504,0.0565835283663675,0.1110313123887439
SMARCB1,6.307428525192248,6.430619810959777,5.918386234446348,5.541638734436141,5.483493351284395,5.532628657517168,5.847495883788709,5.882887553224963
P2RX6,0.0976107966264223,0.0565835283663675,0.8559896973084807,1.4222330006830477,0.0285691521967709,0.5459683691052926,0.2986583155645152,0.1890338243900171
DERL3,0.01435529297707,0.0426443374084937,0.4222330006830478,0.0,0.2750070474998698,2.073820233291672,0.0426443374084937,1.111031312388744
SLC7A4,0.01435529297707,0.0,0.01435529297707,0.0,0.0,1.7990873060740036,0.0,0.0
BCL2L13,4.274261661257048,3.099295204337776,4.300123724569014,5.1034976397033365,3.950468414150123,5.677226328235317,4.5637682784520335,3.357552004618084
DDTL,2.0840642647884744,1.879705766282288,1.978195629681652,0.8073549220576041,1.599317793698226,1.5008020530571575,1.6959938131099002,2.4802651220544627
DDT,7.238022517825722,6.672849601654272,6.793375711264753,6.491372117815173,6.197511592107617,6.149137401227993,6.352264173258321,7.320935900940987
OSM,0.01435529297707,0.01435529297707,0.0,0.0426443374084937,0.01435529297707,0.0,0.070389327891398,0.0
CABIN1,4.152994605492435,4.561937059622434,3.693765712217784,3.040892430646901,3.016139702655253,4.087462841250339,3.102658131363739,4.017921907997264
TBC1D10A,3.919340082442013,2.2839217723076177,3.2249663650002742,3.2387868595871163,2.910732661902913,3.4475791965488827,2.440952198029637,2.771885578515365
SUSD2,1.7739963251111732,2.5509006646475227,0.4541758931858021,0.7484612330040357,2.4620523187964327,1.5058909297299572,2.37851162325373,3.794935662803536
SF3A1,5.221877081077034,5.244125943283731,5.069959890459773,5.140778655782796,4.530445354692906,5.4386255380883775,4.536674617569758,5.7366048753142485
GGT5,2.5509006646475227,1.2448870591235344,0.1763227726404629,0.0,0.01435529297707,3.2141248053528475,0.3895668117627256,1.2387868595871168
RNF215,2.503348735167504,1.82781902461732,1.807354922057604,3.2720231890610485,3.37851162325373,2.6438561897747253,3.405992359675837,3.605257262939004
SEC14L2,1.9221978483963669,2.454175893185802,2.7697717392494483,5.419875930422196,3.8923910259134034,2.7548875021634687,3.645009884391095,2.996388746447621
SEC14L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01435529297707
SPECC1L,3.8982083525087177,3.959770155211468,3.0107798387532423,2.931683057059806,2.724650271732968,3.682573297347578,3.356143810225275,4.173926931999809
PPIL2,4.465974464504068,4.638653116466112,4.311793717753649,3.736604875314249,3.5223068928713888,3.9439213265534856,3.936402377725064,6.7410624357490905
UPB1,0.3219280948873623,0.8953026213333066,0.01435529297707,0.0,0.0,0.0285691521967709,0.01435529297707,0.0565835283663675
YPEL1,0.3103401206121505,0.1763227726404629,0.4750848829487829,0.5849625007211562,0.6135316529179271,1.3103401206121503,0.1243281350022017,0.5655971758542251
SNRPD3,8.352308318697986,8.15370401966754,7.795650077271047,7.279192684479891,7.182592989648942,7.749333134452278,7.030667136246941,7.670160514126634
PES1,5.876025732722702,5.620879611355416,5.633431210355632,5.856985689782205,5.919101679559393,5.265286857565172,6.274820737040402,5.204766750654613
MAPK1,4.442280035252584,4.804776377955828,3.887525270741588,3.91169158187234,4.234961094839504,5.38543103719352,4.878725341480107,6.213541701926564
GGT1,2.469885976274464,5.638942668908807,3.356143810225275,0.3219280948873623,1.807354922057604,5.303415462685623,6.122258567811997,7.179710083870624
PRODH,1.2265085298086795,0.2868811477881615,2.229587922740652,0.01435529297707,0.2387868595871165,3.349082146391089,0.5459683691052926,2.2690331464552367
PPM1F,3.0338634518662837,3.4316229597132923,2.6205864104518777,4.294253136444514,3.3146965256562866,2.859969548221027,3.125981653854716,5.7826706586770085
SLC35E4,0.765534746362977,0.1763227726404629,2.438292851579147,1.811471030529836,2.341985747228616,1.292781749227846,1.6870606883398924,0.8073549220576041
TOP3B,3.843983844048328,4.060912049587873,3.596935142387232,2.5921580021253603,3.9354597478052895,3.3276873641760467,3.6959938131099,6.090641751917848
CRYBB3,0.0,0.1890338243900171,0.1763227726404629,0.0,0.2986583155645152,0.6415460290875237,0.0,0.070389327891398
CYTH4,0.2016338611696504,0.01435529297707,0.01435529297707,0.6690267655096305,0.3448284969974412,2.548436624696042,0.137503523749935,0.2868811477881615
ESS2,3.418189947945766,3.0125686735030555,3.656496370553495,2.666756591884804,3.2660368939953166,3.769771739249448,2.927896453728821,2.127633279725874
MFNG,0.0426443374084937,0.8718436485093178,1.3448284969974411,0.2141248053528473,0.4436066514756146,2.839959587489532,0.6690267655096305,0.632268215499513
CARD10,1.8639384504239715,4.502712485966061,3.814550423461808,2.495695162624069,2.8479969065549504,4.692650370035531,3.349082146391089,2.405992359675837
LRP5L,1.599317793698226,2.189033824390017,2.794935662803536,0.6959938131099002,2.341985747228616,3.62993940943954,1.3161457422933562,2.2141248053528475
SLC25A1,6.2505826647875375,6.5777309314900805,7.101503009167169,4.9415758618182375,4.7489978500981485,6.229972385112252,4.731726322715782,3.823749360308273
GRK3,1.5008020530571575,2.1667154449664223,1.1634987322828796,0.0426443374084937,0.01435529297707,1.6780719051126378,2.1570437101455804,1.7048719644563528
PLA2G3,0.0285691521967709,0.2986583155645152,0.01435529297707,0.01435529297707,0.0,0.01435529297707,0.01435529297707,0.01435529297707
LGALS2,0.0,4.944389962270092,3.51096191927738,0.0,0.0,0.1243281350022017,0.3334237337251918,0.0
GGA1,4.916954278953217,4.7964939294258375,4.607626220845488,4.815063017192867,4.009884588931843,4.716442236843322,3.4969735809982763,3.78345665436024
HIRA,3.995484518877507,5.238404739325079,5.8718436485093175,3.193771743396681,3.2047667506546134,4.719731056749851,3.543495883425772,6.337532706342483
SH3BP1,2.584962500721156,3.4750848829487837,4.085764553778314,3.2094533656289497,2.735522177296537,5.12639473762014,1.3785116232537298,1.144046369616707
SEZ6L,0.0,0.01435529297707,0.0,0.0,0.0,0.01435529297707,0.01435529297707,0.0
LGALS1,8.401391544803525,7.396090970394369,4.511594541537413,11.198813342107275,11.095924419998536,9.860202402465749,9.533368670917756,8.492173659610827
HPS4,3.263034405833794,3.877744249949002,3.361768359419153,3.303050084681673,2.833902076669163,3.4462562298895643,3.3088850574117634,3.948600847493356
PIK3IP1,1.7739963251111732,1.622930350920177,1.2203299548795556,0.3673710656485295,0.903038270112912,2.5210507369009627,1.0214797274104517,0.765534746362977
SRRD,3.090853430451113,3.0303360783709588,2.7420062108667365,3.833902076669163,3.1747259877061333,3.5521311082537834,4.398487190018967,3.39231742277876
PATZ1,4.923624611368321,4.399171093819823,4.2750070474998685,3.563158130402808,3.3305584000308026,4.268284666520996,3.408711861029429,3.8409667044874216
TRIOBP,3.645009884391095,3.5248159283575062,4.733354340613827,4.898692072560488,4.224966365000275,5.662205499653616,4.1026581313637385,3.039138393906958
TFIP11,4.1034976397033365,3.234194722953812,3.3645724322958563,3.5607149544744785,3.6380738371807184,3.845991770664573,4.207892851641333,3.9579145986329847
GCAT,3.931683057059806,4.760220946466508,3.3547342399706035,2.241840183564671,2.6461626571578942,3.0652276227756183,1.6461626571578936,1.8359240742543752
GGTLC2,0.0,0.0,0.0,0.0,0.070389327891398,0.0,0.0,0.4646682670034443
CRYBB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD54,3.998195503153252,4.3750394313469245,3.3276873641760467,4.567423757707283,3.2675357980687347,3.4208865749755315,3.7687136570304847,2.584962500721156
EIF3L,6.89469652333637,7.933808661990121,7.356584018644426,9.09061528991726,6.825531251189622,7.310703657225106,7.488241842777296,6.709290635723357
SNU13,6.525599107922306,7.070711322098937,6.527320607877048,7.223422549934938,6.726422540846137,6.837186385159029,6.435461914479276,6.556276124790036
MICALL1,2.782408564927373,3.541019153133558,3.4789718050329426,4.133399125417198,3.1984941536390834,4.392317422778762,3.1984941536390834,2.3132458517875616
POLR2F,6.014801602351361,6.887647114839535,6.322829497628894,7.666756591884804,6.640823344585668,6.348905161168407,6.1651079851445365,5.2353441281726685
SOX10,0.1243281350022017,0.0426443374084937,0.1243281350022017,7.7780114016125745,0.0426443374084937,0.2986583155645152,0.0426443374084937,0.0285691521967709
CCDC134,1.9634741239748856,2.6982184782244136,2.4276061727818994,1.560714954474479,2.0,2.1440463696167065,2.063502942306158,1.6959938131099002
DEPDC5,2.91456452349394,2.114367024952,2.634593268445757,1.9597701552114672,1.8359240742543752,3.1127001327493624,1.7570232465074596,2.2047667506546134
PICK1,3.995484518877507,3.6915341649192,4.526694845541977,3.773996325111173,3.6656201640663815,4.071247819461443,2.8155754288625725,2.978195629681652
TTC28,0.6780719051126377,2.4168397419128294,0.0565835283663675,1.2448870591235344,0.8073549220576041,0.2630344058337938,1.144046369616707,1.948600847493356
SLC16A8,1.0772429989324606,0.070389327891398,0.5360529002402097,0.0840642647884745,0.0565835283663675,0.4222330006830478,0.0,0.5655971758542251
CENPM,4.684257705058932,4.611172380044005,5.555202633878297,3.073820233291672,4.876271360550127,5.187846909439575,4.9121708029499525,4.4121040446775694
SEPTIN3,1.3785116232537298,0.0285691521967709,0.1110313123887439,1.6461626571578936,0.5849625007211562,0.9486008474933558,0.7739963251111731,0.2986583155645152
SLC5A1,0.070389327891398,0.01435529297707,2.169925001442312,0.0,0.0,0.3334237337251918,0.0,0.01435529297707
SLC5A4,0.0,0.01435529297707,0.0,0.0565835283663675,0.01435529297707,0.0,0.0,0.0
KDELR3,4.34766565630097,4.6678921252302334,4.148120631123963,5.012121672712217,4.714795011118162,3.8298495598446896,3.819668183496456,2.950468414150123
CYP2D6,0.4646682670034443,0.6599245584023783,1.5360529002402097,0.0976107966264223,0.1243281350022017,1.8875252707415875,0.2141248053528473,0.4222330006830478
DDX17,6.478001055837929,6.39677601078753,6.373300196608389,6.267348520202451,5.200457271428572,7.341274183692175,6.205353410794539,5.767654798237348
DMC1,2.1076878693143737,0.4646682670034443,0.6690267655096305,1.3219280948873624,0.2016338611696504,3.1667154449664223,2.130930869826449,0.0976107966264223
TCF20,3.158660175346498,3.82273014794452,4.705425039042726,3.1176950426697547,3.070389327891398,4.2577649685713865,3.0513721017210256,3.2016338611696504
HSCB,5.299391206126829,3.831877241191673,4.186659017202113,4.36737106564853,4.009884588931843,3.1176950426697547,4.063502942306158,4.410069691756379
CBY1,4.0959244199985365,4.00539998774259,4.2630344058337934,4.483493351284395,3.967168607532628,4.7414669864011465,3.6667565918848033,3.657640005207824
TOMM22,4.748461233004035,5.349789870241872,5.380244590478184,5.973611275519472,5.450551443306483,5.416501992867417,5.486392594275963,4.45483390689887
RSPH14,0.0426443374084937,0.3785116232537297,0.2141248053528473,0.7907720378619999,0.1634987322828795,0.0,1.097610796626422,0.3448284969974412
XBP1,9.238118082694491,7.571980120187731,7.477758266443888,6.372778017062039,5.152589069287126,5.908572758751745,5.218006150284427,7.353940751065703
RTCB,6.221103725367875,6.290018846932617,5.819412726206565,5.919101679559393,6.068670810665099,5.499208090856687,6.341096237957642,5.9121708029499525
JOSD1,3.8186460828225393,4.566206293465505,4.4867143730307015,4.797012977836145,3.8011586560936985,4.532316959332765,4.066089190457772,3.654206377944292
FBXO7,5.60139939053183,6.228241497033134,5.100977647724822,6.6700188442644,4.890933021705543,5.788685710613532,5.695715488609975,5.081510068120917
GTPBP1,3.2509615735332185,4.130930869826448,4.173127433480656,3.925049964727359,2.9873208659292536,4.267535798068735,2.1731274334806563,2.1440463696167065
